cv_id,text,skills,level,profile_type,domain,text_canonical
CV_0137,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- sql
- risk analysis
- accounting
- excel
- financial modeling
- reporting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, sql, risk analysis, accounting, excel, financial modeling, reporting",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - powerpoint - sql - risk analysis - accounting - excel - financial modeling - reporting education bachelor s master s related to finance. soft skills communication, teamwork. powerpoint, sql, risk analysis, accounting, excel, financial modeling, reporting"
CV_0138,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- social media
- copywriting
- email marketing
- google analytics
- crm
- teamwork
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, social media, copywriting, email marketing, google analytics, crm, teamwork",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - content marketing - social media - copywriting - email marketing - google analytics - crm - teamwork education bachelor s master s related to marketing. soft skills communication, teamwork. content marketing, social media, copywriting, email marketing, google analytics, crm, teamwork"
CV_0139,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- google analytics
- javascript
- risk assessment
- branding
- incident response
- docker
- linux
- network security
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","google analytics, javascript, risk assessment, branding, incident response, docker, linux, network security, presentation, problem solving",junior,polyvalent,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - google analytics - javascript - risk assessment - branding - incident response - docker - linux - network security education bachelor s master s related to data. soft skills communication, teamwork. google analytics, javascript, risk assessment, branding, incident response, docker, linux, network security, presentation, problem solving"
CV_0140,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- scrum
- leadership
- communication
- budgeting
- agile
- stakeholder management
- reporting
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","scrum, leadership, communication, budgeting, agile, stakeholder management, reporting, problem solving",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - scrum - leadership - communication - budgeting - agile - stakeholder management - reporting - problem solving education bachelor s master s related to management. soft skills communication, teamwork. scrum, leadership, communication, budgeting, agile, stakeholder management, reporting, problem solving"
CV_0141,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- copywriting
- social media
- seo
- google analytics
- branding
- email marketing
- crm
- content marketing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","copywriting, social media, seo, google analytics, branding, email marketing, crm, content marketing, presentation, communication",intermediate,specialized,marketing,"cv profile intermediate candidate in marketing. experience with relevant tools and projects. skills - copywriting - social media - seo - google analytics - branding - email marketing - crm - content marketing education bachelor s master s related to marketing. soft skills communication, teamwork. copywriting, social media, seo, google analytics, branding, email marketing, crm, content marketing, presentation, communication"
CV_0142,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- python
- statistics
- power bi
- adobe illustrator
- sql
- pandas
- design systems
- figma
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","python, statistics, power bi, adobe illustrator, sql, pandas, design systems, figma, teamwork, communication",junior,polyvalent,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - python - statistics - power bi - adobe illustrator - sql - pandas - design systems - figma education bachelor s master s related to marketing. soft skills communication, teamwork. python, statistics, power bi, adobe illustrator, sql, pandas, design systems, figma, teamwork, communication"
CV_0143,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- risk analysis
- business intelligence
- forecasting
- powerpoint
- sql
- accounting
- presentation
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","risk analysis, business intelligence, forecasting, powerpoint, sql, accounting, presentation",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - risk analysis - business intelligence - forecasting - powerpoint - sql - accounting - presentation education bachelor s master s related to finance. soft skills communication, teamwork. risk analysis, business intelligence, forecasting, powerpoint, sql, accounting, presentation"
CV_0144,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- linux
- testing
- microservices
- javascript
- java
- git
- cloud
- docker
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, testing, microservices, javascript, java, git, cloud, docker, presentation, problem solving",intermediate,specialized,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - linux - testing - microservices - javascript - java - git - cloud - docker education bachelor s master s related to software. soft skills communication, teamwork. linux, testing, microservices, javascript, java, git, cloud, docker, presentation, problem solving"
CV_0145,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- seo
- social media
- incident response
- google analytics
- python
- siem
- crm
- java
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","seo, social media, incident response, google analytics, python, siem, crm, java, problem solving, communication, english",junior,polyvalent,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - seo - social media - incident response - google analytics - python - siem - crm - java education bachelor s master s related to marketing. soft skills communication, teamwork. seo, social media, incident response, google analytics, python, siem, crm, java, problem solving, communication, english"
CV_0146,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- etl
- network security
- sql
- linux
- data visualization
- power bi
- statistics
- python
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","etl, network security, sql, linux, data visualization, power bi, statistics, python, machine learning, penetration testing, reporting, problem solving, teamwork",intermediate,polyvalent,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - etl - network security - sql - linux - data visualization - power bi - statistics - python education bachelor s master s related to finance. soft skills communication, teamwork. etl, network security, sql, linux, data visualization, power bi, statistics, python, machine learning, penetration testing, reporting, problem solving, teamwork"
CV_0147,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- statistics
- python
- tableau
- numpy
- sql
- power bi
- pandas
- data visualization
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","statistics, python, tableau, numpy, sql, power bi, pandas, data visualization, presentation, english",intermediate,specialized,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - statistics - python - tableau - numpy - sql - power bi - pandas - data visualization education bachelor s master s related to data. soft skills communication, teamwork. statistics, python, tableau, numpy, sql, power bi, pandas, data visualization, presentation, english"
CV_0148,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- power bi
- machine learning
- data visualization
- numpy
- statistics
- etl
- sql
- pandas
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","power bi, machine learning, data visualization, numpy, statistics, etl, sql, pandas, problem solving, communication",intermediate,specialized,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - power bi - machine learning - data visualization - numpy - statistics - etl - sql - pandas education bachelor s master s related to data. soft skills communication, teamwork. power bi, machine learning, data visualization, numpy, statistics, etl, sql, pandas, problem solving, communication"
CV_0149,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- project management
- agile
- stakeholder management
- budgeting
- leadership
- communication
- teamwork
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","project management, agile, stakeholder management, budgeting, leadership, communication, teamwork, problem solving",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - project management - agile - stakeholder management - budgeting - leadership - communication - teamwork - problem solving education bachelor s master s related to management. soft skills communication, teamwork. project management, agile, stakeholder management, budgeting, leadership, communication, teamwork, problem solving"
CV_0150,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- sql
- numpy
- pandas
- statistics
- power bi
- etl
- teamwork
- reporting
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","sql, numpy, pandas, statistics, power bi, etl, teamwork, reporting",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - sql - numpy - pandas - statistics - power bi - etl - teamwork - reporting education bachelor s master s related to data. soft skills communication, teamwork. sql, numpy, pandas, statistics, power bi, etl, teamwork, reporting"
CV_0151,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- cloud
- risk analysis
- sql
- typography
- design systems
- accounting
- testing
- forecasting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","cloud, risk analysis, sql, typography, design systems, accounting, testing, forecasting, teamwork, reporting",junior,polyvalent,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - cloud - risk analysis - sql - typography - design systems - accounting - testing - forecasting education bachelor s master s related to finance. soft skills communication, teamwork. cloud, risk analysis, sql, typography, design systems, accounting, testing, forecasting, teamwork, reporting"
CV_0152,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- budgeting
- communication
- scrum
- project management
- stakeholder management
- planning
- leadership
- agile
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","budgeting, communication, scrum, project management, stakeholder management, planning, leadership, agile, english",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - budgeting - communication - scrum - project management - stakeholder management - planning - leadership - agile education bachelor s master s related to management. soft skills communication, teamwork. budgeting, communication, scrum, project management, stakeholder management, planning, leadership, agile, english"
CV_0153,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- linux
- incident response
- siem
- penetration testing
- risk assessment
- network security
- cryptography
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, linux, incident response, siem, penetration testing, risk assessment, network security, cryptography, presentation, teamwork",senior,specialized,cybersecurity,"cv profile senior candidate in cybersecurity. experience with relevant tools and projects. skills - firewalls - linux - incident response - siem - penetration testing - risk assessment - network security - cryptography education bachelor s master s related to cybersecurity. soft skills communication, teamwork. firewalls, linux, incident response, siem, penetration testing, risk assessment, network security, cryptography, presentation, teamwork"
CV_0154,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- data visualization
- pandas
- numpy
- python
- tableau
- etl
- statistics
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, data visualization, pandas, numpy, python, tableau, etl, statistics, teamwork",intermediate,specialized,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - machine learning - data visualization - pandas - numpy - python - tableau - etl - statistics education bachelor s master s related to data. soft skills communication, teamwork. machine learning, data visualization, pandas, numpy, python, tableau, etl, statistics, teamwork"
CV_0155,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- cloud
- rest api
- microservices
- testing
- docker
- git
- teamwork
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","cloud, rest api, microservices, testing, docker, git, teamwork",junior,specialized,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - cloud - rest api - microservices - testing - docker - git - teamwork education bachelor s master s related to software. soft skills communication, teamwork. cloud, rest api, microservices, testing, docker, git, teamwork"
CV_0156,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- copywriting
- email marketing
- content marketing
- seo
- forecasting
- financial modeling
- risk analysis
- crm
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","copywriting, email marketing, content marketing, seo, forecasting, financial modeling, risk analysis, crm, google analytics, business intelligence, reporting, english, communication",intermediate,polyvalent,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - copywriting - email marketing - content marketing - seo - forecasting - financial modeling - risk analysis - crm education bachelor s master s related to design. soft skills communication, teamwork. copywriting, email marketing, content marketing, seo, forecasting, financial modeling, risk analysis, crm, google analytics, business intelligence, reporting, english, communication"
CV_0157,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- adobe photoshop
- typography
- figma
- adobe illustrator
- wireframing
- english
- reporting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, adobe photoshop, typography, figma, adobe illustrator, wireframing, english, reporting",junior,specialized,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - ui design - adobe photoshop - typography - figma - adobe illustrator - wireframing - english - reporting education bachelor s master s related to design. soft skills communication, teamwork. ui design, adobe photoshop, typography, figma, adobe illustrator, wireframing, english, reporting"
CV_0158,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- risk analysis
- design systems
- wireframing
- pandas
- statistics
- machine learning
- powerpoint
- figma
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","risk analysis, design systems, wireframing, pandas, statistics, machine learning, powerpoint, figma, business intelligence, power bi, english, communication",intermediate,polyvalent,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - risk analysis - design systems - wireframing - pandas - statistics - machine learning - powerpoint - figma education bachelor s master s related to data. soft skills communication, teamwork. risk analysis, design systems, wireframing, pandas, statistics, machine learning, powerpoint, figma, business intelligence, power bi, english, communication"
CV_0159,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- powerpoint
- financial modeling
- excel
- network security
- typography
- adobe illustrator
- cryptography
- wireframing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","powerpoint, financial modeling, excel, network security, typography, adobe illustrator, cryptography, wireframing, reporting, teamwork, presentation",junior,polyvalent,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - powerpoint - financial modeling - excel - network security - typography - adobe illustrator - cryptography - wireframing education bachelor s master s related to cybersecurity. soft skills communication, teamwork. powerpoint, financial modeling, excel, network security, typography, adobe illustrator, cryptography, wireframing, reporting, teamwork, presentation"
CV_0160,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- communication
- stakeholder management
- planning
- leadership
- budgeting
- scrum
- teamwork
- presentation
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, stakeholder management, planning, leadership, budgeting, scrum, teamwork, presentation",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - communication - stakeholder management - planning - leadership - budgeting - scrum - teamwork - presentation education bachelor s master s related to management. soft skills communication, teamwork. communication, stakeholder management, planning, leadership, budgeting, scrum, teamwork, presentation"
CV_0161,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- excel
- powerpoint
- risk analysis
- sql
- forecasting
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, excel, powerpoint, risk analysis, sql, forecasting, communication",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - financial modeling - excel - powerpoint - risk analysis - sql - forecasting - communication education bachelor s master s related to finance. soft skills communication, teamwork. financial modeling, excel, powerpoint, risk analysis, sql, forecasting, communication"
CV_0162,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- python
- statistics
- tableau
- power bi
- data visualization
- sql
- pandas
- etl
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","python, statistics, tableau, power bi, data visualization, sql, pandas, etl, reporting",intermediate,specialized,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - python - statistics - tableau - power bi - data visualization - sql - pandas - etl education bachelor s master s related to data. soft skills communication, teamwork. python, statistics, tableau, power bi, data visualization, sql, pandas, etl, reporting"
CV_0163,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- content marketing
- siem
- email marketing
- risk assessment
- social media
- stakeholder management
- project management
- seo
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","content marketing, siem, email marketing, risk assessment, social media, stakeholder management, project management, seo, reporting, presentation",junior,polyvalent,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - content marketing - siem - email marketing - risk assessment - social media - stakeholder management - project management - seo education bachelor s master s related to cybersecurity. soft skills communication, teamwork. content marketing, siem, email marketing, risk assessment, social media, stakeholder management, project management, seo, reporting, presentation"
CV_0164,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- wireframing
- adobe photoshop
- typography
- figma
- ux research
- adobe illustrator
- ui design
- design systems
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","wireframing, adobe photoshop, typography, figma, ux research, adobe illustrator, ui design, design systems, english, teamwork",senior,specialized,design,"cv profile senior candidate in design. experience with relevant tools and projects. skills - wireframing - adobe photoshop - typography - figma - ux research - adobe illustrator - ui design - design systems education bachelor s master s related to design. soft skills communication, teamwork. wireframing, adobe photoshop, typography, figma, ux research, adobe illustrator, ui design, design systems, english, teamwork"
CV_0165,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- incident response
- scrum
- stakeholder management
- docker
- risk assessment
- leadership
- network security
- javascript
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","incident response, scrum, stakeholder management, docker, risk assessment, leadership, network security, javascript, english, teamwork",junior,polyvalent,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - incident response - scrum - stakeholder management - docker - risk assessment - leadership - network security - javascript education bachelor s master s related to cybersecurity. soft skills communication, teamwork. incident response, scrum, stakeholder management, docker, risk assessment, leadership, network security, javascript, english, teamwork"
CV_0166,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- firewalls
- siem
- network security
- linux
- penetration testing
- english
- reporting
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, firewalls, siem, network security, linux, penetration testing, english, reporting",junior,specialized,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - risk assessment - firewalls - siem - network security - linux - penetration testing - english - reporting education bachelor s master s related to cybersecurity. soft skills communication, teamwork. risk assessment, firewalls, siem, network security, linux, penetration testing, english, reporting"
CV_0167,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- branding
- content marketing
- google analytics
- copywriting
- seo
- teamwork
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, branding, content marketing, google analytics, copywriting, seo, teamwork",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - social media - branding - content marketing - google analytics - copywriting - seo - teamwork education bachelor s master s related to marketing. soft skills communication, teamwork. social media, branding, content marketing, google analytics, copywriting, seo, teamwork"
CV_0168,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- cloud
- wireframing
- java
- google analytics
- ui design
- content marketing
- testing
- linux
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","cloud, wireframing, java, google analytics, ui design, content marketing, testing, linux, reporting, problem solving, presentation",junior,polyvalent,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - cloud - wireframing - java - google analytics - ui design - content marketing - testing - linux education bachelor s master s related to design. soft skills communication, teamwork. cloud, wireframing, java, google analytics, ui design, content marketing, testing, linux, reporting, problem solving, presentation"
CV_0169,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- financial modeling
- numpy
- wireframing
- figma
- ux research
- powerpoint
- machine learning
- adobe photoshop
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","financial modeling, numpy, wireframing, figma, ux research, powerpoint, machine learning, adobe photoshop, communication, problem solving",junior,polyvalent,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - financial modeling - numpy - wireframing - figma - ux research - powerpoint - machine learning - adobe photoshop education bachelor s master s related to cybersecurity. soft skills communication, teamwork. financial modeling, numpy, wireframing, figma, ux research, powerpoint, machine learning, adobe photoshop, communication, problem solving"
CV_0170,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- email marketing
- google analytics
- content marketing
- crm
- branding
- seo
- copywriting
- social media
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","email marketing, google analytics, content marketing, crm, branding, seo, copywriting, social media, reporting, problem solving",senior,specialized,marketing,"cv profile senior candidate in marketing. experience with relevant tools and projects. skills - email marketing - google analytics - content marketing - crm - branding - seo - copywriting - social media education bachelor s master s related to marketing. soft skills communication, teamwork. email marketing, google analytics, content marketing, crm, branding, seo, copywriting, social media, reporting, problem solving"
CV_0171,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- incident response
- linux
- siem
- cryptography
- network security
- firewalls
- penetration testing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, incident response, linux, siem, cryptography, network security, firewalls, penetration testing, reporting",intermediate,specialized,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - risk assessment - incident response - linux - siem - cryptography - network security - firewalls - penetration testing education bachelor s master s related to cybersecurity. soft skills communication, teamwork. risk assessment, incident response, linux, siem, cryptography, network security, firewalls, penetration testing, reporting"
CV_0172,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- python
- tableau
- data visualization
- sql
- numpy
- etl
- power bi
- machine learning
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","python, tableau, data visualization, sql, numpy, etl, power bi, machine learning, communication",intermediate,specialized,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - python - tableau - data visualization - sql - numpy - etl - power bi - machine learning education bachelor s master s related to data. soft skills communication, teamwork. python, tableau, data visualization, sql, numpy, etl, power bi, machine learning, communication"
CV_0173,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- cloud
- linux
- testing
- python
- microservices
- docker
- git
- rest api
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","cloud, linux, testing, python, microservices, docker, git, rest api, reporting",intermediate,specialized,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - cloud - linux - testing - python - microservices - docker - git - rest api education bachelor s master s related to software. soft skills communication, teamwork. cloud, linux, testing, python, microservices, docker, git, rest api, reporting"
CV_0174,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- seo
- copywriting
- adobe illustrator
- typography
- ux research
- wireframing
- social media
- design systems
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","seo, copywriting, adobe illustrator, typography, ux research, wireframing, social media, design systems, reporting, presentation",junior,polyvalent,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - seo - copywriting - adobe illustrator - typography - ux research - wireframing - social media - design systems education bachelor s master s related to design. soft skills communication, teamwork. seo, copywriting, adobe illustrator, typography, ux research, wireframing, social media, design systems, reporting, presentation"
CV_0175,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- network security
- siem
- incident response
- penetration testing
- cryptography
- risk assessment
- linux
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, network security, siem, incident response, penetration testing, cryptography, risk assessment, linux, presentation, communication",intermediate,specialized,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - firewalls - network security - siem - incident response - penetration testing - cryptography - risk assessment - linux education bachelor s master s related to cybersecurity. soft skills communication, teamwork. firewalls, network security, siem, incident response, penetration testing, cryptography, risk assessment, linux, presentation, communication"
CV_0176,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- design systems
- typography
- adobe illustrator
- adobe photoshop
- ux research
- ui design
- wireframing
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, design systems, typography, adobe illustrator, adobe photoshop, ux research, ui design, wireframing, presentation",senior,specialized,design,"cv profile senior candidate in design. experience with relevant tools and projects. skills - figma - design systems - typography - adobe illustrator - adobe photoshop - ux research - ui design - wireframing education bachelor s master s related to design. soft skills communication, teamwork. figma, design systems, typography, adobe illustrator, adobe photoshop, ux research, ui design, wireframing, presentation"
CV_0177,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- statistics
- agile
- google analytics
- sql
- communication
- data visualization
- content marketing
- social media
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","statistics, agile, google analytics, sql, communication, data visualization, content marketing, social media, presentation, problem solving",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - statistics - agile - google analytics - sql - communication - data visualization - content marketing - social media education bachelor s master s related to software. soft skills communication, teamwork. statistics, agile, google analytics, sql, communication, data visualization, content marketing, social media, presentation, problem solving"
CV_0178,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- crm
- seo
- content marketing
- copywriting
- branding
- google analytics
- social media
- email marketing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","crm, seo, content marketing, copywriting, branding, google analytics, social media, email marketing, teamwork, reporting",intermediate,specialized,marketing,"cv profile intermediate candidate in marketing. experience with relevant tools and projects. skills - crm - seo - content marketing - copywriting - branding - google analytics - social media - email marketing education bachelor s master s related to marketing. soft skills communication, teamwork. crm, seo, content marketing, copywriting, branding, google analytics, social media, email marketing, teamwork, reporting"
CV_0179,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- financial modeling
- sql
- linux
- docker
- ui design
- java
- excel
- git
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","financial modeling, sql, linux, docker, ui design, java, excel, git, adobe illustrator, adobe photoshop, problem solving, reporting",intermediate,polyvalent,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - financial modeling - sql - linux - docker - ui design - java - excel - git education bachelor s master s related to software. soft skills communication, teamwork. financial modeling, sql, linux, docker, ui design, java, excel, git, adobe illustrator, adobe photoshop, problem solving, reporting"
CV_0180,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- planning
- project management
- leadership
- scrum
- stakeholder management
- agile
- budgeting
- communication
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","planning, project management, leadership, scrum, stakeholder management, agile, budgeting, communication, english, teamwork",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - planning - project management - leadership - scrum - stakeholder management - agile - budgeting - communication education bachelor s master s related to management. soft skills communication, teamwork. planning, project management, leadership, scrum, stakeholder management, agile, budgeting, communication, english, teamwork"
CV_0181,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- adobe photoshop
- wireframing
- ui design
- figma
- design systems
- adobe illustrator
- typography
- ux research
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","adobe photoshop, wireframing, ui design, figma, design systems, adobe illustrator, typography, ux research, presentation",intermediate,specialized,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - adobe photoshop - wireframing - ui design - figma - design systems - adobe illustrator - typography - ux research education bachelor s master s related to design. soft skills communication, teamwork. adobe photoshop, wireframing, ui design, figma, design systems, adobe illustrator, typography, ux research, presentation"
CV_0182,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- excel
- accounting
- risk analysis
- sql
- forecasting
- business intelligence
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","excel, accounting, risk analysis, sql, forecasting, business intelligence, communication",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - excel - accounting - risk analysis - sql - forecasting - business intelligence - communication education bachelor s master s related to finance. soft skills communication, teamwork. excel, accounting, risk analysis, sql, forecasting, business intelligence, communication"
CV_0183,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- testing
- microservices
- java
- python
- cloud
- javascript
- reporting
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","testing, microservices, java, python, cloud, javascript, reporting",junior,specialized,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - testing - microservices - java - python - cloud - javascript - reporting education bachelor s master s related to software. soft skills communication, teamwork. testing, microservices, java, python, cloud, javascript, reporting"
