cv_id,text,skills,level,profile_type,domain
CV_0168,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- cloud
- wireframing
- java
- google analytics
- ui design
- content marketing
- testing
- linux
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","cloud, wireframing, java, google analytics, ui design, content marketing, testing, linux, reporting, problem solving, presentation",junior,polyvalent,design
CV_0169,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- financial modeling
- numpy
- wireframing
- figma
- ux research
- powerpoint
- machine learning
- adobe photoshop
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","financial modeling, numpy, wireframing, figma, ux research, powerpoint, machine learning, adobe photoshop, communication, problem solving",junior,polyvalent,cybersecurity
CV_0170,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- email marketing
- google analytics
- content marketing
- crm
- branding
- seo
- copywriting
- social media
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","email marketing, google analytics, content marketing, crm, branding, seo, copywriting, social media, reporting, problem solving",senior,specialized,marketing
CV_0171,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- incident response
- linux
- siem
- cryptography
- network security
- firewalls
- penetration testing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, incident response, linux, siem, cryptography, network security, firewalls, penetration testing, reporting",intermediate,specialized,cybersecurity
CV_0172,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- python
- tableau
- data visualization
- sql
- numpy
- etl
- power bi
- machine learning
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","python, tableau, data visualization, sql, numpy, etl, power bi, machine learning, communication",intermediate,specialized,data
CV_0173,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- cloud
- linux
- testing
- python
- microservices
- docker
- git
- rest api
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","cloud, linux, testing, python, microservices, docker, git, rest api, reporting",intermediate,specialized,software
CV_0174,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- seo
- copywriting
- adobe illustrator
- typography
- ux research
- wireframing
- social media
- design systems
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","seo, copywriting, adobe illustrator, typography, ux research, wireframing, social media, design systems, reporting, presentation",junior,polyvalent,design
CV_0175,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- network security
- siem
- incident response
- penetration testing
- cryptography
- risk assessment
- linux
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, network security, siem, incident response, penetration testing, cryptography, risk assessment, linux, presentation, communication",intermediate,specialized,cybersecurity
CV_0176,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- design systems
- typography
- adobe illustrator
- adobe photoshop
- ux research
- ui design
- wireframing
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, design systems, typography, adobe illustrator, adobe photoshop, ux research, ui design, wireframing, presentation",senior,specialized,design
CV_0177,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- statistics
- agile
- google analytics
- sql
- communication
- data visualization
- content marketing
- social media
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","statistics, agile, google analytics, sql, communication, data visualization, content marketing, social media, presentation, problem solving",junior,polyvalent,software
CV_0178,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- crm
- seo
- content marketing
- copywriting
- branding
- google analytics
- social media
- email marketing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","crm, seo, content marketing, copywriting, branding, google analytics, social media, email marketing, teamwork, reporting",intermediate,specialized,marketing
CV_0179,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- financial modeling
- sql
- linux
- docker
- ui design
- java
- excel
- git
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","financial modeling, sql, linux, docker, ui design, java, excel, git, adobe illustrator, adobe photoshop, problem solving, reporting",intermediate,polyvalent,software
CV_0180,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- planning
- project management
- leadership
- scrum
- stakeholder management
- agile
- budgeting
- communication
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","planning, project management, leadership, scrum, stakeholder management, agile, budgeting, communication, english, teamwork",intermediate,specialized,management
CV_0181,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- adobe photoshop
- wireframing
- ui design
- figma
- design systems
- adobe illustrator
- typography
- ux research
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","adobe photoshop, wireframing, ui design, figma, design systems, adobe illustrator, typography, ux research, presentation",intermediate,specialized,design
CV_0182,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- excel
- accounting
- risk analysis
- sql
- forecasting
- business intelligence
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","excel, accounting, risk analysis, sql, forecasting, business intelligence, communication",junior,specialized,finance
CV_0183,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- testing
- microservices
- java
- python
- cloud
- javascript
- reporting
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","testing, microservices, java, python, cloud, javascript, reporting",junior,specialized,software
CV_0184,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- linux
- penetration testing
- network security
- forecasting
- risk analysis
- excel
- business intelligence
- risk assessment
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","linux, penetration testing, network security, forecasting, risk analysis, excel, business intelligence, risk assessment, sql, powerpoint, teamwork, presentation, problem solving",intermediate,polyvalent,marketing
CV_0185,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- siem
- incident response
- risk assessment
- firewalls
- cryptography
- linux
- problem solving
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","siem, incident response, risk assessment, firewalls, cryptography, linux, problem solving",junior,specialized,cybersecurity
CV_0186,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- leadership
- git
- microservices
- testing
- docker
- budgeting
- seo
- javascript
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","leadership, git, microservices, testing, docker, budgeting, seo, javascript, python, social media, communication, google analytics, problem solving, presentation",senior,polyvalent,cybersecurity
CV_0187,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- crm
- content marketing
- social media
- google analytics
- copywriting
- branding
- email marketing
- seo
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","crm, content marketing, social media, google analytics, copywriting, branding, email marketing, seo, english, problem solving",senior,specialized,marketing
CV_0188,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- stakeholder management
- communication
- budgeting
- agile
- project management
- scrum
- planning
- leadership
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","stakeholder management, communication, budgeting, agile, project management, scrum, planning, leadership, problem solving",intermediate,specialized,management
CV_0189,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- wireframing
- adobe photoshop
- cloud
- git
- adobe illustrator
- figma
- docker
- rest api
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","wireframing, adobe photoshop, cloud, git, adobe illustrator, figma, docker, rest api, ui design, network security, reporting, communication, problem solving",intermediate,polyvalent,management
CV_0190,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- figma
- design systems
- ux research
- adobe illustrator
- adobe photoshop
- wireframing
- typography
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, figma, design systems, ux research, adobe illustrator, adobe photoshop, wireframing, typography, english, communication",senior,specialized,design
CV_0191,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- power bi
- tableau
- statistics
- etl
- machine learning
- data visualization
- presentation
- reporting
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","power bi, tableau, statistics, etl, machine learning, data visualization, presentation, reporting",junior,specialized,data
CV_0192,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- figma
- typography
- design systems
- ux research
- wireframing
- adobe illustrator
- adobe photoshop
- ui design
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, typography, design systems, ux research, wireframing, adobe illustrator, adobe photoshop, ui design, problem solving, presentation",intermediate,specialized,design
CV_0193,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- risk analysis
- excel
- sql
- forecasting
- financial modeling
- business intelligence
- accounting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, risk analysis, excel, sql, forecasting, financial modeling, business intelligence, accounting, presentation",intermediate,specialized,finance
CV_0194,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- sql
- machine learning
- statistics
- pandas
- tableau
- data visualization
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","sql, machine learning, statistics, pandas, tableau, data visualization, problem solving",junior,specialized,data
CV_0195,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- email marketing
- crm
- content marketing
- branding
- social media
- copywriting
- presentation
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","email marketing, crm, content marketing, branding, social media, copywriting, presentation",junior,specialized,marketing
CV_0196,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- email marketing
- social media
- seo
- content marketing
- copywriting
- branding
- crm
- google analytics
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","email marketing, social media, seo, content marketing, copywriting, branding, crm, google analytics, problem solving",senior,specialized,marketing
CV_0197,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- penetration testing
- cryptography
- siem
- incident response
- firewalls
- reporting
- communication
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, penetration testing, cryptography, siem, incident response, firewalls, reporting, communication",junior,specialized,cybersecurity
CV_0198,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- siem
- firewalls
- cryptography
- risk assessment
- network security
- penetration testing
- problem solving
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","siem, firewalls, cryptography, risk assessment, network security, penetration testing, problem solving",junior,specialized,cybersecurity
CV_0199,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- numpy
- machine learning
- data visualization
- statistics
- pandas
- sql
- english
- teamwork
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","numpy, machine learning, data visualization, statistics, pandas, sql, english, teamwork",junior,specialized,data
CV_0200,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- seo
- cloud
- google analytics
- email marketing
- crm
- linux
- microservices
- java
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","seo, cloud, google analytics, email marketing, crm, linux, microservices, java, copywriting, rest api, teamwork, presentation, english",intermediate,polyvalent,finance
CV_0201,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- branding
- social media
- crm
- email marketing
- copywriting
- seo
- google analytics
- content marketing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","branding, social media, crm, email marketing, copywriting, seo, google analytics, content marketing, problem solving",intermediate,specialized,marketing
CV_0202,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- etl
- power bi
- pandas
- data visualization
- python
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, etl, power bi, pandas, data visualization, python, problem solving",junior,specialized,data
CV_0203,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- ux research
- leadership
- adobe illustrator
- adobe photoshop
- typography
- stakeholder management
- communication
- design systems
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","ux research, leadership, adobe illustrator, adobe photoshop, typography, stakeholder management, communication, design systems, figma, planning, problem solving, english",intermediate,polyvalent,management
CV_0204,"CV Profile: senior candidate in management. Experience with relevant tools and projects. Skills:
- rest api
- ui design
- design systems
- cloud
- git
- testing
- adobe illustrator
- java
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","rest api, ui design, design systems, cloud, git, testing, adobe illustrator, java, figma, microservices, javascript, linux, problem solving, presentation",senior,polyvalent,management
CV_0205,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- git
- powerpoint
- sql
- financial modeling
- business intelligence
- javascript
- linux
- risk analysis
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","git, powerpoint, sql, financial modeling, business intelligence, javascript, linux, risk analysis, docker, accounting, english, teamwork, problem solving",intermediate,polyvalent,cybersecurity
CV_0206,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- typography
- adobe photoshop
- ux research
- adobe illustrator
- design systems
- problem solving
- reporting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, typography, adobe photoshop, ux research, adobe illustrator, design systems, problem solving, reporting",junior,specialized,design
CV_0207,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- business intelligence
- forecasting
- typography
- accounting
- adobe photoshop
- excel
- design systems
- ui design
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","business intelligence, forecasting, typography, accounting, adobe photoshop, excel, design systems, ui design, risk analysis, powerpoint, adobe illustrator, sql, problem solving, reporting, teamwork",senior,polyvalent,data
CV_0208,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- python
- budgeting
- communication
- project management
- tableau
- statistics
- stakeholder management
- power bi
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","python, budgeting, communication, project management, tableau, statistics, stakeholder management, power bi, numpy, scrum, planning, leadership, presentation, problem solving",senior,polyvalent,marketing
CV_0209,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- adobe photoshop
- typography
- firewalls
- ui design
- siem
- adobe illustrator
- figma
- wireframing
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","adobe photoshop, typography, firewalls, ui design, siem, adobe illustrator, figma, wireframing, network security, ux research, penetration testing, risk assessment, presentation, communication, reporting",senior,polyvalent,software
CV_0210,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- statistics
- etl
- python
- data visualization
- machine learning
- english
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, statistics, etl, python, data visualization, machine learning, english",junior,specialized,data
CV_0211,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- wireframing
- figma
- adobe illustrator
- design systems
- adobe photoshop
- ui design
- problem solving
- teamwork
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","wireframing, figma, adobe illustrator, design systems, adobe photoshop, ui design, problem solving, teamwork",junior,specialized,design
CV_0212,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- budgeting
- typography
- leadership
- ui design
- figma
- scrum
- adobe illustrator
- agile
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","budgeting, typography, leadership, ui design, figma, scrum, adobe illustrator, agile, wireframing, communication, presentation, teamwork",intermediate,polyvalent,finance
CV_0213,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- risk analysis
- excel
- sql
- financial modeling
- powerpoint
- accounting
- forecasting
- business intelligence
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","risk analysis, excel, sql, financial modeling, powerpoint, accounting, forecasting, business intelligence, problem solving, teamwork",intermediate,specialized,finance
CV_0214,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- testing
- docker
- python
- microservices
- rest api
- javascript
- reporting
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","testing, docker, python, microservices, rest api, javascript, reporting",junior,specialized,software
CV_0215,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- rest api
- java
- docker
- typography
- ux research
- cloud
- javascript
- statistics
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","rest api, java, docker, typography, ux research, cloud, javascript, statistics, ui design, design systems, problem solving, teamwork, english",intermediate,polyvalent,marketing
CV_0216,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- scrum
- budgeting
- stakeholder management
- project management
- communication
- leadership
- planning
- agile
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","scrum, budgeting, stakeholder management, project management, communication, leadership, planning, agile, teamwork",intermediate,specialized,management
CV_0217,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- pandas
- power bi
- data visualization
- statistics
- numpy
- etl
- python
- machine learning
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","pandas, power bi, data visualization, statistics, numpy, etl, python, machine learning, tableau, sql, problem solving",senior,specialized,data
CV_0218,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- power bi
- numpy
- statistics
- pandas
- python
- tableau
- data visualization
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, power bi, numpy, statistics, pandas, python, tableau, data visualization, presentation, teamwork",intermediate,specialized,data
CV_0219,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- email marketing
- social media
- content marketing
- copywriting
- accounting
- google analytics
- financial modeling
- seo
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","email marketing, social media, content marketing, copywriting, accounting, google analytics, financial modeling, seo, presentation, communication",junior,polyvalent,data
CV_0220,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- testing
- docker
- javascript
- linux
- java
- microservices
- communication
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","testing, docker, javascript, linux, java, microservices, communication",junior,specialized,software
CV_0221,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- linux
- siem
- cryptography
- penetration testing
- network security
- risk assessment
- firewalls
- incident response
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","linux, siem, cryptography, penetration testing, network security, risk assessment, firewalls, incident response, english",intermediate,specialized,cybersecurity
CV_0222,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- communication
- budgeting
- project management
- leadership
- planning
- stakeholder management
- scrum
- agile
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, budgeting, project management, leadership, planning, stakeholder management, scrum, agile, teamwork",intermediate,specialized,management
CV_0223,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- tableau
- python
- pandas
- numpy
- statistics
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, tableau, python, pandas, numpy, statistics, problem solving",junior,specialized,data
CV_0224,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- budgeting
- etl
- python
- power bi
- statistics
- email marketing
- agile
- tableau
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","budgeting, etl, python, power bi, statistics, email marketing, agile, tableau, english, communication",junior,polyvalent,software
CV_0225,"CV Profile: senior candidate in finance. Experience with relevant tools and projects. Skills:
- copywriting
- firewalls
- branding
- google analytics
- seo
- crm
- power bi
- content marketing
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","copywriting, firewalls, branding, google analytics, seo, crm, power bi, content marketing, social media, tableau, risk assessment, data visualization, presentation, reporting",senior,polyvalent,finance
CV_0226,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- budgeting
- project management
- agile
- communication
- scrum
- stakeholder management
- leadership
- planning
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","budgeting, project management, agile, communication, scrum, stakeholder management, leadership, planning, presentation",intermediate,specialized,management
CV_0227,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- crm
- content marketing
- python
- git
- javascript
- rest api
- google analytics
- seo
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","crm, content marketing, python, git, javascript, rest api, google analytics, seo, copywriting, email marketing, presentation, problem solving, english",intermediate,polyvalent,finance
CV_0228,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- ux research
- adobe illustrator
- typography
- figma
- adobe photoshop
- ui design
- teamwork
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ux research, adobe illustrator, typography, figma, adobe photoshop, ui design, teamwork",junior,specialized,design
CV_0229,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- cryptography
- risk assessment
- siem
- penetration testing
- linux
- teamwork
- communication
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, cryptography, risk assessment, siem, penetration testing, linux, teamwork, communication",junior,specialized,cybersecurity
CV_0230,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- microservices
- pandas
- tableau
- data visualization
- testing
- statistics
- java
- linux
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","microservices, pandas, tableau, data visualization, testing, statistics, java, linux, english, problem solving",junior,polyvalent,software
CV_0231,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- accounting
- sql
- powerpoint
- business intelligence
- excel
- risk analysis
- teamwork
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","accounting, sql, powerpoint, business intelligence, excel, risk analysis, teamwork, communication",junior,specialized,finance
CV_0232,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- adobe illustrator
- ux research
- wireframing
- ui design
- design systems
- english
- reporting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, adobe illustrator, ux research, wireframing, ui design, design systems, english, reporting",junior,specialized,design
CV_0233,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- wireframing
- design systems
- figma
- adobe photoshop
- typography
- ux research
- adobe illustrator
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, wireframing, design systems, figma, adobe photoshop, typography, ux research, adobe illustrator, english",intermediate,specialized,design
CV_0234,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- planning
- project management
- seo
- email marketing
- budgeting
- scrum
- crm
- content marketing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","planning, project management, seo, email marketing, budgeting, scrum, crm, content marketing, google analytics, copywriting, communication, presentation, english",intermediate,polyvalent,cybersecurity
CV_0235,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- data visualization
- etl
- python
- statistics
- numpy
- tableau
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","data visualization, etl, python, statistics, numpy, tableau, problem solving",junior,specialized,data
CV_0236,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- linux
- javascript
- python
- docker
- microservices
- rest api
- java
- testing
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, javascript, python, docker, microservices, rest api, java, testing, git, cloud, reporting, english",senior,specialized,software
CV_0237,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- data visualization
- statistics
- power bi
- numpy
- pandas
- python
- presentation
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","data visualization, statistics, power bi, numpy, pandas, python, presentation, problem solving",junior,specialized,data
CV_0238,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- risk analysis
- accounting
- financial modeling
- excel
- forecasting
- sql
- business intelligence
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, risk analysis, accounting, financial modeling, excel, forecasting, sql, business intelligence, communication, english",intermediate,specialized,finance
CV_0239,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- content marketing
- seo
- email marketing
- copywriting
- branding
- teamwork
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, content marketing, seo, email marketing, copywriting, branding, teamwork",junior,specialized,marketing
CV_0240,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- wireframing
- stakeholder management
- testing
- cloud
- java
- ux research
- design systems
- javascript
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","wireframing, stakeholder management, testing, cloud, java, ux research, design systems, javascript, git, typography, reporting, problem solving, teamwork",intermediate,polyvalent,marketing
CV_0241,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- risk analysis
- excel
- forecasting
- business intelligence
- sql
- financial modeling
- teamwork
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","risk analysis, excel, forecasting, business intelligence, sql, financial modeling, teamwork",junior,specialized,finance
CV_0242,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- python
- power bi
- etl
- planning
- data visualization
- java
- docker
- pandas
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","python, power bi, etl, planning, data visualization, java, docker, pandas, budgeting, sql, problem solving, presentation, teamwork",intermediate,polyvalent,cybersecurity
CV_0243,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- linux
- rest api
- javascript
- testing
- docker
- microservices
- cloud
- python
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, rest api, javascript, testing, docker, microservices, cloud, python, english",intermediate,specialized,software
CV_0244,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- siem
- cryptography
- network security
- penetration testing
- incident response
- risk assessment
- firewalls
- linux
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","siem, cryptography, network security, penetration testing, incident response, risk assessment, firewalls, linux, reporting, teamwork",intermediate,specialized,cybersecurity
CV_0245,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- typography
- network security
- design systems
- ux research
- penetration testing
- ui design
- firewalls
- siem
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","typography, network security, design systems, ux research, penetration testing, ui design, firewalls, siem, incident response, figma, teamwork, presentation, communication",intermediate,polyvalent,design
CV_0246,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- network security
- risk assessment
- incident response
- cryptography
- penetration testing
- firewalls
- english
- presentation
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","network security, risk assessment, incident response, cryptography, penetration testing, firewalls, english, presentation",junior,specialized,cybersecurity
CV_0247,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- firewalls
- penetration testing
- linux
- cryptography
- incident response
- network security
- siem
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, firewalls, penetration testing, linux, cryptography, incident response, network security, siem, communication, problem solving",intermediate,specialized,cybersecurity
CV_0248,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- siem
- incident response
- linux
- network security
- penetration testing
- cryptography
- risk assessment
- firewalls
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","siem, incident response, linux, network security, penetration testing, cryptography, risk assessment, firewalls, presentation, teamwork",senior,specialized,cybersecurity
CV_0249,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- google analytics
- branding
- crm
- social media
- email marketing
- copywriting
- seo
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, google analytics, branding, crm, social media, email marketing, copywriting, seo, teamwork, communication",senior,specialized,marketing
CV_0250,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- etl
- machine learning
- python
- power bi
- tableau
- statistics
- problem solving
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","etl, machine learning, python, power bi, tableau, statistics, problem solving",junior,specialized,data
