cv_id,clean_text,level,profile_type,domain,skills_norm_str,community_id
CV_0208,cv profile senior candidate in marketing experience with relevant tools and projects skills python budgeting communication project management tableau statistics stakeholder management power bi education bachelors masters related to marketing soft skills communication teamwork,senior,polyvalent,marketing,"python, budgeting, communication, project management, tableau, statistics, stakeholder management, power bi, numpy, scrum, planning, leadership, presentation, problem solving",3
CV_0209,cv profile senior candidate in software experience with relevant tools and projects skills adobe photoshop typography firewalls ui design siem adobe illustrator figma wireframing education bachelors masters related to software soft skills communication teamwork,senior,polyvalent,software,"adobe photoshop, typography, firewalls, ui design, siem, adobe illustrator, figma, wireframing, network security, ux research, penetration testing, risk assessment, presentation, communication, reporting",2
CV_0210,cv profile junior candidate in data experience with relevant tools and projects skills tableau statistics etl python data visualization machine learning english education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"tableau, statistics, etl, python, data visualization, machine learning, english",3
CV_0211,cv profile junior candidate in design experience with relevant tools and projects skills wireframing figma adobe illustrator design systems adobe photoshop ui design problem solving teamwork education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"wireframing, figma, adobe illustrator, design systems, adobe photoshop, ui design, problem solving, teamwork",2
CV_0212,cv profile intermediate candidate in finance experience with relevant tools and projects skills budgeting typography leadership ui design figma scrum adobe illustrator agile education bachelors masters related to finance soft skills communication teamwork,intermediate,polyvalent,finance,"budgeting, typography, leadership, ui design, figma, scrum, adobe illustrator, agile, wireframing, communication, presentation, teamwork",6
CV_0213,cv profile intermediate candidate in finance experience with relevant tools and projects skills risk analysis excel sql financial modeling powerpoint accounting forecasting business intelligence education bachelors masters related to finance soft skills communication teamwork,intermediate,specialized,finance,"risk analysis, excel, sql, financial modeling, powerpoint, accounting, forecasting, business intelligence, problem solving, teamwork",3
CV_0214,cv profile junior candidate in software experience with relevant tools and projects skills testing docker python microservices rest api javascript reporting education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"testing, docker, python, microservices, rest api, javascript, reporting",0
CV_0215,cv profile intermediate candidate in marketing experience with relevant tools and projects skills rest api java docker typography ux research cloud javascript statistics education bachelors masters related to marketing soft skills communication teamwork,intermediate,polyvalent,marketing,"rest api, java, docker, typography, ux research, cloud, javascript, statistics, ui design, design systems, problem solving, teamwork, english",1
CV_0216,cv profile intermediate candidate in management experience with relevant tools and projects skills scrum budgeting stakeholder management project management communication leadership planning agile education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"scrum, budgeting, stakeholder management, project management, communication, leadership, planning, agile, teamwork",6
CV_0217,cv profile senior candidate in data experience with relevant tools and projects skills pandas power bi data visualization statistics numpy etl python machine learning education bachelors masters related to data soft skills communication teamwork,senior,specialized,data,"pandas, power bi, data visualization, statistics, numpy, etl, python, machine learning, tableau, sql, problem solving",3
CV_0218,cv profile intermediate candidate in data experience with relevant tools and projects skills machine learning power bi numpy statistics pandas python tableau data visualization education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"machine learning, power bi, numpy, statistics, pandas, python, tableau, data visualization, presentation, teamwork",3
CV_0219,cv profile junior candidate in data experience with relevant tools and projects skills email marketing social media content marketing copywriting accounting google analytics financial modeling seo education bachelors masters related to data soft skills communication teamwork,junior,polyvalent,data,"email marketing, social media, content marketing, copywriting, accounting, google analytics, financial modeling, seo, presentation, communication",0
CV_0220,cv profile junior candidate in software experience with relevant tools and projects skills testing docker javascript linux java microservices communication education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"testing, docker, javascript, linux, java, microservices, communication",1
CV_0221,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills linux siem cryptography penetration testing network security risk assessment firewalls incident response education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"linux, siem, cryptography, penetration testing, network security, risk assessment, firewalls, incident response, english",5
CV_0222,cv profile intermediate candidate in management experience with relevant tools and projects skills communication budgeting project management leadership planning stakeholder management scrum agile education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"communication, budgeting, project management, leadership, planning, stakeholder management, scrum, agile, teamwork",6
CV_0223,cv profile junior candidate in data experience with relevant tools and projects skills machine learning tableau python pandas numpy statistics problem solving education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"machine learning, tableau, python, pandas, numpy, statistics, problem solving",3
CV_0224,cv profile junior candidate in software experience with relevant tools and projects skills budgeting etl python power bi statistics email marketing agile tableau education bachelors masters related to software soft skills communication teamwork,junior,polyvalent,software,"budgeting, etl, python, power bi, statistics, email marketing, agile, tableau, english, communication",1
CV_0225,cv profile senior candidate in finance experience with relevant tools and projects skills copywriting firewalls branding google analytics seo crm power bi content marketing education bachelors masters related to finance soft skills communication teamwork,senior,polyvalent,finance,"copywriting, firewalls, branding, google analytics, seo, crm, power bi, content marketing, social media, tableau, risk assessment, data visualization, presentation, reporting",0
CV_0226,cv profile intermediate candidate in management experience with relevant tools and projects skills budgeting project management agile communication scrum stakeholder management leadership planning education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"budgeting, project management, agile, communication, scrum, stakeholder management, leadership, planning, presentation",6
CV_0227,cv profile intermediate candidate in finance experience with relevant tools and projects skills crm content marketing python git javascript rest api google analytics seo education bachelors masters related to finance soft skills communication teamwork,intermediate,polyvalent,finance,"crm, content marketing, python, git, javascript, rest api, google analytics, seo, copywriting, email marketing, presentation, problem solving, english",0
CV_0228,cv profile junior candidate in design experience with relevant tools and projects skills ux research adobe illustrator typography figma adobe photoshop ui design teamwork education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"ux research, adobe illustrator, typography, figma, adobe photoshop, ui design, teamwork",2
CV_0229,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills firewalls cryptography risk assessment siem penetration testing linux teamwork communication education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"firewalls, cryptography, risk assessment, siem, penetration testing, linux, teamwork, communication",5
CV_0230,cv profile junior candidate in software experience with relevant tools and projects skills microservices pandas tableau data visualization testing statistics java linux education bachelors masters related to software soft skills communication teamwork,junior,polyvalent,software,"microservices, pandas, tableau, data visualization, testing, statistics, java, linux, english, problem solving",3
CV_0231,cv profile junior candidate in finance experience with relevant tools and projects skills accounting sql powerpoint business intelligence excel risk analysis teamwork communication education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"accounting, sql, powerpoint, business intelligence, excel, risk analysis, teamwork, communication",4
CV_0232,cv profile junior candidate in design experience with relevant tools and projects skills figma adobe illustrator ux research wireframing ui design design systems english reporting education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"figma, adobe illustrator, ux research, wireframing, ui design, design systems, english, reporting",2
CV_0233,cv profile intermediate candidate in design experience with relevant tools and projects skills ui design wireframing design systems figma adobe photoshop typography ux research adobe illustrator education bachelors masters related to design soft skills communication teamwork,intermediate,specialized,design,"ui design, wireframing, design systems, figma, adobe photoshop, typography, ux research, adobe illustrator, english",2
CV_0234,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills planning project management seo email marketing budgeting scrum crm content marketing education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,polyvalent,cybersecurity,"planning, project management, seo, email marketing, budgeting, scrum, crm, content marketing, google analytics, copywriting, communication, presentation, english",0
CV_0235,cv profile junior candidate in data experience with relevant tools and projects skills data visualization etl python statistics numpy tableau problem solving education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"data visualization, etl, python, statistics, numpy, tableau, problem solving",3
CV_0236,cv profile senior candidate in software experience with relevant tools and projects skills linux javascript python docker microservices rest api java testing education bachelors masters related to software soft skills communication teamwork,senior,specialized,software,"linux, javascript, python, docker, microservices, rest api, java, testing, git, cloud, reporting, english",1
CV_0237,cv profile junior candidate in data experience with relevant tools and projects skills data visualization statistics power bi numpy pandas python presentation problem solving education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"data visualization, statistics, power bi, numpy, pandas, python, presentation, problem solving",3
CV_0238,cv profile intermediate candidate in finance experience with relevant tools and projects skills powerpoint risk analysis accounting financial modeling excel forecasting sql business intelligence education bachelors masters related to finance soft skills communication teamwork,intermediate,specialized,finance,"powerpoint, risk analysis, accounting, financial modeling, excel, forecasting, sql, business intelligence, communication, english",3
CV_0239,cv profile junior candidate in marketing experience with relevant tools and projects skills social media content marketing seo email marketing copywriting branding teamwork education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"social media, content marketing, seo, email marketing, copywriting, branding, teamwork",0
CV_0240,cv profile intermediate candidate in marketing experience with relevant tools and projects skills wireframing stakeholder management testing cloud java ux research design systems javascript education bachelors masters related to marketing soft skills communication teamwork,intermediate,polyvalent,marketing,"wireframing, stakeholder management, testing, cloud, java, ux research, design systems, javascript, git, typography, reporting, problem solving, teamwork",0
CV_0241,cv profile junior candidate in finance experience with relevant tools and projects skills risk analysis excel forecasting business intelligence sql financial modeling teamwork education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"risk analysis, excel, forecasting, business intelligence, sql, financial modeling, teamwork",3
CV_0242,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills python power bi etl planning data visualization java docker pandas education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,polyvalent,cybersecurity,"python, power bi, etl, planning, data visualization, java, docker, pandas, budgeting, sql, problem solving, presentation, teamwork",3
CV_0243,cv profile intermediate candidate in software experience with relevant tools and projects skills linux rest api javascript testing docker microservices cloud python education bachelors masters related to software soft skills communication teamwork,intermediate,specialized,software,"linux, rest api, javascript, testing, docker, microservices, cloud, python, english",1
CV_0244,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills siem cryptography network security penetration testing incident response risk assessment firewalls linux education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"siem, cryptography, network security, penetration testing, incident response, risk assessment, firewalls, linux, reporting, teamwork",5
CV_0245,cv profile intermediate candidate in design experience with relevant tools and projects skills typography network security design systems ux research penetration testing ui design firewalls siem education bachelors masters related to design soft skills communication teamwork,intermediate,polyvalent,design,"typography, network security, design systems, ux research, penetration testing, ui design, firewalls, siem, incident response, figma, teamwork, presentation, communication",2
CV_0246,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills network security risk assessment incident response cryptography penetration testing firewalls english presentation education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"network security, risk assessment, incident response, cryptography, penetration testing, firewalls, english, presentation",5
CV_0247,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills risk assessment firewalls penetration testing linux cryptography incident response network security siem education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"risk assessment, firewalls, penetration testing, linux, cryptography, incident response, network security, siem, communication, problem solving",5
CV_0248,cv profile senior candidate in cybersecurity experience with relevant tools and projects skills siem incident response linux network security penetration testing cryptography risk assessment firewalls education bachelors masters related to cybersecurity soft skills communication teamwork,senior,specialized,cybersecurity,"siem, incident response, linux, network security, penetration testing, cryptography, risk assessment, firewalls, presentation, teamwork",5
CV_0249,cv profile senior candidate in marketing experience with relevant tools and projects skills content marketing google analytics branding crm social media email marketing copywriting seo education bachelors masters related to marketing soft skills communication teamwork,senior,specialized,marketing,"content marketing, google analytics, branding, crm, social media, email marketing, copywriting, seo, teamwork, communication",0
CV_0250,cv profile junior candidate in data experience with relevant tools and projects skills etl machine learning python power bi tableau statistics problem solving education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"etl, machine learning, python, power bi, tableau, statistics, problem solving",3
CV_0251,cv profile intermediate candidate in management experience with relevant tools and projects skills stakeholder management project management budgeting agile communication scrum leadership planning education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"stakeholder management, project management, budgeting, agile, communication, scrum, leadership, planning, problem solving",6
CV_0252,cv profile junior candidate in management experience with relevant tools and projects skills communication project management planning leadership stakeholder management budgeting english problem solving education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"communication, project management, planning, leadership, stakeholder management, budgeting, english, problem solving",6
CV_0253,cv profile junior candidate in software experience with relevant tools and projects skills linux docker git microservices javascript testing teamwork education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"linux, docker, git, microservices, javascript, testing, teamwork",1
CV_0254,cv profile intermediate candidate in management experience with relevant tools and projects skills planning budgeting communication stakeholder management agile scrum project management leadership education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"planning, budgeting, communication, stakeholder management, agile, scrum, project management, leadership, reporting, english",6
CV_0255,cv profile senior candidate in marketing experience with relevant tools and projects skills content marketing social media crm seo branding copywriting email marketing google analytics education bachelors masters related to marketing soft skills communication teamwork,senior,specialized,marketing,"content marketing, social media, crm, seo, branding, copywriting, email marketing, google analytics, teamwork",0
CV_0256,cv profile junior candidate in management experience with relevant tools and projects skills agile planning stakeholder management leadership communication scrum problem solving education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"agile, planning, stakeholder management, leadership, communication, scrum, problem solving",6
CV_0257,cv profile junior candidate in data experience with relevant tools and projects skills numpy pandas etl data visualization python power bi communication english education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"numpy, pandas, etl, data visualization, python, power bi, communication, english",3
CV_0258,cv profile junior candidate in software experience with relevant tools and projects skills java cloud testing microservices javascript docker english problem solving education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"java, cloud, testing, microservices, javascript, docker, english, problem solving",4
CV_0259,cv profile intermediate candidate in finance experience with relevant tools and projects skills business intelligence excel financial modeling accounting risk analysis sql powerpoint forecasting education bachelors masters related to finance soft skills communication teamwork,intermediate,specialized,finance,"business intelligence, excel, financial modeling, accounting, risk analysis, sql, powerpoint, forecasting, problem solving, teamwork",4
CV_0260,cv profile intermediate candidate in data experience with relevant tools and projects skills numpy adobe photoshop python sql power bi statistics wireframing cryptography education bachelors masters related to data soft skills communication teamwork,intermediate,polyvalent,data,"numpy, adobe photoshop, python, sql, power bi, statistics, wireframing, cryptography, ux research, data visualization, problem solving, english, communication",3
CV_0261,cv profile junior candidate in software experience with relevant tools and projects skills seo excel ui design google analytics typography content marketing sql figma education bachelors masters related to software soft skills communication teamwork,junior,polyvalent,software,"seo, excel, ui design, google analytics, typography, content marketing, sql, figma, reporting, presentation",0
CV_0262,cv profile junior candidate in data experience with relevant tools and projects skills stakeholder management machine learning communication budgeting leadership etl tableau agile education bachelors masters related to data soft skills communication teamwork,junior,polyvalent,data,"stakeholder management, machine learning, communication, budgeting, leadership, etl, tableau, agile, english, reporting, presentation",3
CV_0263,cv profile senior candidate in design experience with relevant tools and projects skills risk assessment sql siem financial modeling business intelligence risk analysis powerpoint forecasting education bachelors masters related to design soft skills communication teamwork,senior,polyvalent,design,"risk assessment, sql, siem, financial modeling, business intelligence, risk analysis, powerpoint, forecasting, penetration testing, cryptography, linux, firewalls, communication, english, presentation",4
CV_0264,cv profile senior candidate in software experience with relevant tools and projects skills leadership agile planning rest api project management microservices budgeting communication education bachelors masters related to software soft skills communication teamwork,senior,polyvalent,software,"leadership, agile, planning, rest api, project management, microservices, budgeting, communication, testing, java, javascript, cloud, reporting",1
CV_0265,cv profile junior candidate in software experience with relevant tools and projects skills leadership budgeting adobe illustrator ui design agile wireframing incident response siem education bachelors masters related to software soft skills communication teamwork,junior,polyvalent,software,"leadership, budgeting, adobe illustrator, ui design, agile, wireframing, incident response, siem, reporting, communication, presentation",2
CV_0266,cv profile senior candidate in marketing experience with relevant tools and projects skills communication content marketing project management typography leadership scrum seo agile education bachelors masters related to marketing soft skills communication teamwork,senior,polyvalent,marketing,"communication, content marketing, project management, typography, leadership, scrum, seo, agile, stakeholder management, budgeting, email marketing, branding, teamwork, presentation, reporting",0
CV_0267,cv profile intermediate candidate in data experience with relevant tools and projects skills linux design systems javascript ui design testing adobe photoshop adobe illustrator figma education bachelors masters related to data soft skills communication teamwork,intermediate,polyvalent,data,"linux, design systems, javascript, ui design, testing, adobe photoshop, adobe illustrator, figma, risk assessment, firewalls, problem solving, teamwork",2
CV_0268,cv profile intermediate candidate in design experience with relevant tools and projects skills cloud penetration testing email marketing seo git python microservices testing education bachelors masters related to design soft skills communication teamwork,intermediate,polyvalent,design,"cloud, penetration testing, email marketing, seo, git, python, microservices, testing, incident response, siem, teamwork, problem solving",1
CV_0269,cv profile intermediate candidate in software experience with relevant tools and projects skills rest api cloud docker linux javascript git python java education bachelors masters related to software soft skills communication teamwork,intermediate,specialized,software,"rest api, cloud, docker, linux, javascript, git, python, java, presentation",1
CV_0270,cv profile intermediate candidate in marketing experience with relevant tools and projects skills branding content marketing copywriting seo social media google analytics email marketing crm education bachelors masters related to marketing soft skills communication teamwork,intermediate,specialized,marketing,"branding, content marketing, copywriting, seo, social media, google analytics, email marketing, crm, teamwork",0
CV_0271,cv profile senior candidate in software experience with relevant tools and projects skills cloud linux javascript testing rest api java python docker education bachelors masters related to software soft skills communication teamwork,senior,specialized,software,"cloud, linux, javascript, testing, rest api, java, python, docker, microservices, git, presentation, communication",1
CV_0272,cv profile junior candidate in data experience with relevant tools and projects skills machine learning tableau etl data visualization python sql presentation english education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"machine learning, tableau, etl, data visualization, python, sql, presentation, english",3
CV_0273,cv profile junior candidate in finance experience with relevant tools and projects skills excel business intelligence forecasting financial modeling accounting sql reporting teamwork education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"excel, business intelligence, forecasting, financial modeling, accounting, sql, reporting, teamwork",4
CV_0274,cv profile intermediate candidate in data experience with relevant tools and projects skills statistics tableau numpy machine learning sql python power bi data visualization education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"statistics, tableau, numpy, machine learning, sql, python, power bi, data visualization, teamwork, communication",3
CV_0275,cv profile junior candidate in management experience with relevant tools and projects skills ui design seo budgeting email marketing project management leadership figma google analytics education bachelors masters related to management soft skills communication teamwork,junior,polyvalent,management,"ui design, seo, budgeting, email marketing, project management, leadership, figma, google analytics, english, communication",2
CV_0276,cv profile junior candidate in software experience with relevant tools and projects skills numpy statistics design systems ux research etl pandas figma wireframing education bachelors masters related to software soft skills communication teamwork,junior,polyvalent,software,"numpy, statistics, design systems, ux research, etl, pandas, figma, wireframing, reporting, presentation, communication",2
CV_0277,cv profile senior candidate in marketing experience with relevant tools and projects skills machine learning sql tableau wireframing typography ui design statistics adobe photoshop education bachelors masters related to marketing soft skills communication teamwork,senior,polyvalent,marketing,"machine learning, sql, tableau, wireframing, typography, ui design, statistics, adobe photoshop, adobe illustrator, ux research, figma, data visualization, presentation, communication, problem solving",2
CV_0278,cv profile intermediate candidate in marketing experience with relevant tools and projects skills content marketing copywriting crm email marketing seo branding social media google analytics education bachelors masters related to marketing soft skills communication teamwork,intermediate,specialized,marketing,"content marketing, copywriting, crm, email marketing, seo, branding, social media, google analytics, teamwork, reporting",0
CV_0279,cv profile intermediate candidate in software experience with relevant tools and projects skills ux research adobe illustrator typography figma adobe photoshop incident response network security ui design education bachelors masters related to software soft skills communication teamwork,intermediate,polyvalent,software,"ux research, adobe illustrator, typography, figma, adobe photoshop, incident response, network security, ui design, design systems, firewalls, communication, presentation",2
CV_0280,cv profile intermediate candidate in data experience with relevant tools and projects skills seo google analytics data visualization etl numpy content marketing crm power bi education bachelors masters related to data soft skills communication teamwork,intermediate,polyvalent,data,"seo, google analytics, data visualization, etl, numpy, content marketing, crm, power bi, sql, machine learning, teamwork, communication",3
CV_0281,cv profile junior candidate in management experience with relevant tools and projects skills excel machine learning design systems etl business intelligence typography numpy figma education bachelors masters related to management soft skills communication teamwork,junior,polyvalent,management,"excel, machine learning, design systems, etl, business intelligence, typography, numpy, figma, reporting, problem solving, communication",6
CV_0282,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills firewalls incident response risk assessment siem cryptography penetration testing linux network security education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"firewalls, incident response, risk assessment, siem, cryptography, penetration testing, linux, network security, communication",5
CV_0283,cv profile intermediate candidate in software experience with relevant tools and projects skills javascript java microservices docker git linux rest api python education bachelors masters related to software soft skills communication teamwork,intermediate,specialized,software,"javascript, java, microservices, docker, git, linux, rest api, python, problem solving, reporting",1
CV_0284,cv profile senior candidate in data experience with relevant tools and projects skills excel project management agile planning budgeting sql powerpoint risk analysis education bachelors masters related to data soft skills communication teamwork,senior,polyvalent,data,"excel, project management, agile, planning, budgeting, sql, powerpoint, risk analysis, accounting, stakeholder management, forecasting, leadership, presentation, problem solving",4
CV_0285,cv profile intermediate candidate in marketing experience with relevant tools and projects skills powerpoint financial modeling sql ui design accounting business intelligence excel adobe illustrator education bachelors masters related to marketing soft skills communication teamwork,intermediate,polyvalent,marketing,"powerpoint, financial modeling, sql, ui design, accounting, business intelligence, excel, adobe illustrator, figma, ux research, reporting, english",2
CV_0286,cv profile junior candidate in management experience with relevant tools and projects skills leadership scrum agile budgeting communication project management reporting education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"leadership, scrum, agile, budgeting, communication, project management, reporting",6
CV_0287,cv profile junior candidate in design experience with relevant tools and projects skills project management sql forecasting planning scrum risk analysis financial modeling accounting education bachelors masters related to design soft skills communication teamwork,junior,polyvalent,design,"project management, sql, forecasting, planning, scrum, risk analysis, financial modeling, accounting, communication, english",6
CV_0288,cv profile junior candidate in finance experience with relevant tools and projects skills financial modeling sql forecasting powerpoint accounting risk analysis presentation education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"financial modeling, sql, forecasting, powerpoint, accounting, risk analysis, presentation",4
CV_0289,cv profile junior candidate in design experience with relevant tools and projects skills figma wireframing ui design typography ux research adobe photoshop presentation problem solving education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"figma, wireframing, ui design, typography, ux research, adobe photoshop, presentation, problem solving",2
CV_0290,cv profile junior candidate in design experience with relevant tools and projects skills typography figma ux research adobe illustrator adobe photoshop design systems presentation communication education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"typography, figma, ux research, adobe illustrator, adobe photoshop, design systems, presentation, communication",6
CV_0291,cv profile senior candidate in data experience with relevant tools and projects skills data visualization sql pandas etl power bi numpy python tableau education bachelors masters related to data soft skills communication teamwork,senior,specialized,data,"data visualization, sql, pandas, etl, power bi, numpy, python, tableau, statistics, machine learning, presentation",3
CV_0292,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills linux firewalls incident response cryptography risk assessment penetration testing reporting education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"linux, firewalls, incident response, cryptography, risk assessment, penetration testing, reporting",5
CV_0293,cv profile junior candidate in design experience with relevant tools and projects skills email marketing linux microservices git budgeting communication javascript seo education bachelors masters related to design soft skills communication teamwork,junior,polyvalent,design,"email marketing, linux, microservices, git, budgeting, communication, javascript, seo, english, reporting, teamwork",5
CV_0294,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills penetration testing incident response linux cryptography firewalls siem presentation reporting education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"penetration testing, incident response, linux, cryptography, firewalls, siem, presentation, reporting",5
CV_0295,cv profile junior candidate in management experience with relevant tools and projects skills agile planning communication project management stakeholder management javascript testing python education bachelors masters related to management soft skills communication teamwork,junior,polyvalent,management,"agile, planning, communication, project management, stakeholder management, javascript, testing, python, presentation, problem solving",6
CV_0296,cv profile junior candidate in marketing experience with relevant tools and projects skills email marketing crm branding copywriting google analytics content marketing reporting education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"email marketing, crm, branding, copywriting, google analytics, content marketing, reporting",0
CV_0297,cv profile junior candidate in data experience with relevant tools and projects skills python statistics pandas data visualization sql machine learning teamwork communication education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"python, statistics, pandas, data visualization, sql, machine learning, teamwork, communication",3
CV_0298,cv profile intermediate candidate in design experience with relevant tools and projects skills figma ux research typography design systems ui design wireframing adobe illustrator adobe photoshop education bachelors masters related to design soft skills communication teamwork,intermediate,specialized,design,"figma, ux research, typography, design systems, ui design, wireframing, adobe illustrator, adobe photoshop, presentation, communication",6
CV_0299,cv profile junior candidate in finance experience with relevant tools and projects skills tableau adobe photoshop google analytics crm branding wireframing numpy python education bachelors masters related to finance soft skills communication teamwork,junior,polyvalent,finance,"tableau, adobe photoshop, google analytics, crm, branding, wireframing, numpy, python, presentation, teamwork",2
